"ID","Label","Level","Implement"
"_2","2 System Requirements Sp...","1","FALSE"
"_2.1","2.1 Modification History","2","FALSE"
"_2.1_BrLeft_2_BrRight_","2.1[2]","2","FALSE"
"_2.1_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","2.1[2].[t]*","3","FALSE"
"_2.2","2.2 Table of Contents","2","FALSE"
"_2.3","2.3 Introduction","2","FALSE"
"_2.3.1","2.3.1 Scope and purpose","3","FALSE"
"_2.3.1.1","2.3.1.1 The present chapter gi...","4","TRUE"
"_2.4","2.4 System structure","2","FALSE"
"_2.4.1","2.4.1 PLACEHOLDER REQUIREMEN...","3","FALSE"
"_2.4.1.1","2.4.1.1 Due to the nature of t...","4","TRUE"
"_2.4.1.2","2.4.1.2 This defines two sub-s...","4","FALSE"
"_2.4.1.3","2.4.1.3 The environment of ERT...","4","TRUE"
"_2.4.1.3.a","2.4.1.3.a the train, which will ...","5","TRUE"
"_2.4.1.3.b","2.4.1.3.b the driver, which will...","5","TRUE"
"_2.4.1.3.c","2.4.1.3.c other onboard interfac...","5","TRUE"
"_2.4.1.3.d","2.4.1.3.d external trackside sys...","5","TRUE"
"_2.5","2.5 Sub-systems","2","FALSE"
"_2.5.1","2.5.1 Trackside subsystem","3","FALSE"
"_2.5.1.1","2.5.1.1 Depending of the appli...","4","TRUE"
"_2.5.1.1.a","2.5.1.1.a balise","5","TRUE"
"_2.5.1.1.b","2.5.1.1.b lineside electronic unit","5","TRUE"
"_2.5.1.1.c","2.5.1.1.c the radio communicatio...","5","TRUE"
"_2.5.1.1.d","2.5.1.1.d the Radio Block Centre...","5","TRUE"
"_2.5.1.1.e","2.5.1.1.e Euroloop","5","TRUE"
"_2.5.1.1.f","2.5.1.1.f Radio infill unit","5","TRUE"
"_2.5.1.1.g","2.5.1.1.g Key Management Centre ...","5","TRUE"
"_2.5.1.2","2.5.1.2 Balise","4","FALSE"
"_2.5.1.2.1","2.5.1.2.1 The balise is a transm...","5","TRUE"
"_2.5.1.2.2","2.5.1.2.2 The balise is based on...","5","TRUE"
"_2.5.1.2.3","2.5.1.2.3 The balises provides t...","5","TRUE"
"_2.5.1.2.4","2.5.1.2.4 The balises can provid...","5","TRUE"
"_2.5.1.2.5","2.5.1.2.5 The balises will be or...","5","TRUE"
"_2.5.1.3","2.5.1.3 Lineside electronic unit","4","FALSE"
"_2.5.1.3.1","2.5.1.3.1 The lineside electroni...","5","TRUE"
"_2.5.1.4","2.5.1.4 Trackside radio commun...","4","FALSE"
"_2.5.1.4.1","2.5.1.4.1 The GSM-R radio commun...","5","TRUE"
"_2.5.1.4.2","2.5.1.4.2 Intentionally deleted","5","FALSE"
"_2.5.1.5","2.5.1.5 RBC","4","FALSE"
"_2.5.1.5.1","2.5.1.5.1 The RBC is a computer-...","5","TRUE"
"_2.5.1.5.2","2.5.1.5.2 The main objective of ...","5","TRUE"
"_2.5.1.5.3","2.5.1.5.3 The interoperability r...","5","TRUE"
"_2.5.1.6","2.5.1.6 Euroloop","4","FALSE"
"_2.5.1.6.1","2.5.1.6.1 The Euroloop subsystem...","5","TRUE"
"_2.5.1.6.2","2.5.1.6.2 The Euroloop subsystem...","5","TRUE"
"_2.5.1.7","2.5.1.7 Radio infill Unit","4","FALSE"
"_2.5.1.7.1","2.5.1.7.1 The RADIO INFILL subsy...","5","TRUE"
"_2.5.1.7.2","2.5.1.7.2 The RADIO INFILL subsy...","5","TRUE"
"_2.5.1.8","2.5.1.8 KMC","4","FALSE"
"_2.5.1.8.1","2.5.1.8.1 The role of the KMC is...","5","TRUE"
"_2.5.2","2.5.2 On-board sub-system","3","FALSE"
"_2.5.2.1","2.5.2.1 Depending of the appli...","4","TRUE"
"_2.5.2.1.a","2.5.2.1.a the ERTMS/ETCS on-boar...","5","TRUE"
"_2.5.2.1.b","2.5.2.1.b the on-board part of t...","5","TRUE"
"_2.5.2.2","2.5.2.2 ERTMS/ETCS on-board eq...","4","FALSE"
"_2.5.2.2.1","2.5.2.2.1 The ERTMS/ETCS on-boar...","5","TRUE"
"_2.5.2.2.2","2.5.2.2.2 The interoperability r...","5","TRUE"
"_2.5.2.2.2.a","2.5.2.2.2.a the driver;","6","TRUE"
"_2.5.2.2.2.b","2.5.2.2.2.b the train;","6","TRUE"
"_2.5.2.2.2.c","2.5.2.2.2.c the onboard part of th...","6","TRUE"
"_2.5.2.3","2.5.2.3 Onboard radio communic...","4","FALSE"
"_2.5.2.3.1","2.5.2.3.1 The GSM-R on-board rad...","5","TRUE"
"_2.5.2.3.2","2.5.2.3.2 Intentionally deleted.","5","FALSE"
"_2.5.3","2.5.3 ERTMS/ETCS reference a...","3","FALSE"
"_2.5.3_BrLeft_2_BrRight_","2.5.3[2]","3","FALSE"
"_2.5.3_BrLeft_2_BrRight_._BrLeft_f_BrRight_1","2.5.3[2].[f]1","4","FALSE"
"_2.5.3_BrLeft_2_BrRight_._BrLeft_f_BrRight_1.C","2.5.3[2].[f]1.C Figure 1: ERTMS/ETCS s...","5","FALSE"
"_2.5.3_BrLeft_2_BrRight_.1","2.5.3[2].1 Note: the entities ins...","4","FALSE"
"_2.6","2.6 Levels and transitions","2","FALSE"
"_2.6.1","2.6.1 Introduction","3","FALSE"
"_2.6.1.1","2.6.1.1 The different ERTMS/ET...","4","TRUE"
"_2.6.1.2","2.6.1.2 Different levels have ...","4","TRUE"
"_2.6.1.3","2.6.1.3 For the purpose of a c...","4","TRUE"
"_2.6.2","2.6.2 Definitions","3","FALSE"
"_2.6.2.1","2.6.2.1 A train equipped with ...","4","TRUE"
"_2.6.2.2","2.6.2.2 All transitions betwee...","4","TRUE"
"_2.6.2.3","2.6.2.3 ERTMS/ETCS can be conf...","4","TRUE"
"_2.6.2.3._Star__BrLeft_1_BrRight_","2.6.2.3.*[1] ERTMS/ETCS Level 0 (tr...","5","TRUE"
"_2.6.2.3._Star__BrLeft_2_BrRight_","2.6.2.3.*[2] ERTMS/ETCS Level NTC (...","5","TRUE"
"_2.6.2.3._Star__BrLeft_3_BrRight_","2.6.2.3.*[3] ERTMS/ETCS Application...","5","TRUE"
"_2.6.2.3._Star__BrLeft_4_BrRight_","2.6.2.3.*[4] ERTMS/ETCS Application...","5","TRUE"
"_2.6.2.3._Star__BrLeft_5_BrRight_","2.6.2.3.*[5] ERTMS/ETCS Application...","5","TRUE"
"_2.6.2.4","2.6.2.4 It is possible to supe...","4","TRUE"
"_2.6.2.5","2.6.2.5 Levels 1, 2 and 3 are ...","4","TRUE"
"_2.6.2.5._Star__BrLeft_1_BrRight_","2.6.2.5.*[1] a level 3 equipped tra...","5","TRUE"
"_2.6.2.5._Star__BrLeft_2_BrRight_","2.6.2.5.*[2] a level 2 equipped tra...","5","TRUE"
"_2.6.2.5._Star__BrLeft_3_BrRight_","2.6.2.5.*[3] a level 1 equipped tra...","5","TRUE"
"_2.6.2.6","2.6.2.6 Note: Operation under ...","4","FALSE"
"_2.6.2.7","2.6.2.7 It is possible to tran...","4","TRUE"
"_2.6.3","2.6.3 ERTMS/ETCS Application...","3","FALSE"
"_2.6.3.1","2.6.3.1 General description","4","FALSE"
"_2.6.3.1.1","2.6.3.1.1 Level 0 covers operati...","5","TRUE"
"_2.6.3.1.2","2.6.3.1.2 In Level 0 it is autho...","5","TRUE"
"_2.6.3.1.3","2.6.3.1.3 ERTMS/ETCS on-board eq...","5","TRUE"
"_2.6.3.1.4","2.6.3.1.4 Train detection and tr...","5","TRUE"
"_2.6.3.1.5","2.6.3.1.5 Level 0 uses no track-...","5","TRUE"
"_2.6.3.1.6","2.6.3.1.6 No supervisory informa...","5","TRUE"
"_2.6.3.1.6_BrLeft_2_BrRight_","2.6.3.1.6[2]","5","FALSE"
"_2.6.3.1.6_BrLeft_2_BrRight_._BrLeft_f_BrRight_2","2.6.3.1.6[2].[f]2","6","FALSE"
"_2.6.3.1.6_BrLeft_2_BrRight_._BrLeft_f_BrRight_2.C","2.6.3.1.6[2].[f]2.C Figure 2: ERTMS/ETCS A...","7","FALSE"
"_2.6.3.2","2.6.3.2 Summary of characteris...","4","FALSE"
"_2.6.3.2.1","2.6.3.2.1 Trackside equipment:","5","TRUE"
"_2.6.3.2.1._Star__BrLeft_1_BrRight_","2.6.3.2.1.*[1] No ERTMS/ETCS tracksid...","6","TRUE"
"_2.6.3.2.2","2.6.3.2.2 Main ERTMS/ETCS tracks...","5","TRUE"
"_2.6.3.2.2._Star__BrLeft_1_BrRight_","2.6.3.2.2.*[1] None.","6","TRUE"
"_2.6.3.2.3","2.6.3.2.3 On-board equipment:","5","TRUE"
"_2.6.3.2.3._Star__BrLeft_1_BrRight_","2.6.3.2.3.*[1] Onboard equipment with...","6","TRUE"
"_2.6.3.2.4","2.6.3.2.4 Main ERTMS/ETCS on-boa...","5","TRUE"
"_2.6.3.2.4._Star__BrLeft_1_BrRight_","2.6.3.2.4.*[1] Supervision of maximum...","6","TRUE"
"_2.6.3.2.4._Star__BrLeft_2_BrRight_","2.6.3.2.4.*[2] Supervision of maximum...","6","TRUE"
"_2.6.3.2.4._Star__BrLeft_3_BrRight_","2.6.3.2.4.*[3] Reading of Eurobalises...","6","TRUE"
"_2.6.3.2.4._Star__BrLeft_4_BrRight_","2.6.3.2.4.*[4] No cab signalling.","6","TRUE"
"_2.6.4","2.6.4 ERTMS/ETCS Application...","3","FALSE"
"_2.6.4.1","2.6.4.1 General description","4","FALSE"
"_2.6.4.1.1","2.6.4.1.1 Level NTC is used to r...","5","TRUE"
"_2.6.4.1.2","2.6.4.1.2 Train control informat...","5","TRUE"
"_2.6.4.1.3","2.6.4.1.3 Note: Lineside optical...","5","FALSE"
"_2.6.4.1.4","2.6.4.1.4 Intentionally deleted.","5","FALSE"
"_2.6.4.1.5","2.6.4.1.5 The achievable level o...","5","TRUE"
"_2.6.4.1.6","2.6.4.1.6 Train detection and tr...","5","TRUE"
"_2.6.4.1.7","2.6.4.1.7 Level NTC uses no ERTM...","5","TRUE"
"_2.6.4.1.8","2.6.4.1.8 The information displa...","5","TRUE"
"_2.6.4.1.9","2.6.4.1.9 A combination of natio...","5","TRUE"
"_2.6.4.1.10","2.6.4.1.10 Depending on the funct...","5","TRUE"
"_2.6.4.1.11","2.6.4.1.11 Intentionally deleted.","5","FALSE"
"_2.6.4.1.11_BrLeft_2_BrRight_","2.6.4.1.11[2]","5","FALSE"
"_2.6.4.1.11_BrLeft_2_BrRight_._BrLeft_f_BrRight_3","2.6.4.1.11[2].[f]3","6","FALSE"
"_2.6.4.1.11_BrLeft_2_BrRight_._BrLeft_f_BrRight_3.C","2.6.4.1.11[2].[f]3.C Figure 3: ERTMS/ETCS A...","7","FALSE"
"_2.6.4.2","2.6.4.2 Summary of characteris...","4","FALSE"
"_2.6.4.2.1","2.6.4.2.1 Trackside equipment:","5","TRUE"
"_2.6.4.2.1._Star__BrLeft_1_BrRight_","2.6.4.2.1.*[1] Level NTC uses the tra...","6","TRUE"
"_2.6.4.2.1._Star__BrLeft_2_BrRight_","2.6.4.2.1.*[2] For level transition p...","6","TRUE"
"_2.6.4.2.2","2.6.4.2.2 Main ERTMS/ETCS tracks...","5","TRUE"
"_2.6.4.2.2._Star__BrLeft_1_BrRight_","2.6.4.2.2.*[1] None.","6","TRUE"
"_2.6.4.2.3","2.6.4.2.3 On-board equipment:","5","TRUE"
"_2.6.4.2.3._Star__BrLeft_1_BrRight_","2.6.4.2.3.*[1] Onboard equipment with...","6","TRUE"
"_2.6.4.2.3._Star__BrLeft_2_BrRight_","2.6.4.2.3.*[2] Onboard part of the na...","6","TRUE"
"_2.6.4.2.4","2.6.4.2.4 Main ERTMS/ETCS on-boa...","5","TRUE"
"_2.6.4.2.4._Star__BrLeft_1_BrRight_","2.6.4.2.4.*[1] No train supervision, ...","6","TRUE"
"_2.6.4.2.4._Star__BrLeft_2_BrRight_","2.6.4.2.4.*[2] Reading of Eurobalises...","6","TRUE"
"_2.6.4.2.4._Star__BrLeft_3_BrRight_","2.6.4.2.4.*[3] Management of the nati...","6","TRUE"
"_2.6.4.2.4._Star__BrLeft_4_BrRight_","2.6.4.2.4.*[4] No cab signalling.","6","TRUE"
"_2.6.5","2.6.5 ERTMS/ETCS Application...","3","FALSE"
"_2.6.5.1","2.6.5.1 General description","4","FALSE"
"_2.6.5.1.1","2.6.5.1.1 ERTMS/ETCS Level 1 is ...","5","TRUE"
"_2.6.5.1.2","2.6.5.1.2 Movement authorities a...","5","TRUE"
"_2.6.5.1.3","2.6.5.1.3 ERTMS/ETCS Level 1 pro...","5","TRUE"
"_2.6.5.1.4","2.6.5.1.4 Train detection and tr...","5","TRUE"
"_2.6.5.1.5","2.6.5.1.5 Level 1 is based on Eu...","5","TRUE"
"_2.6.5.1.6","2.6.5.1.6 The trackside equipmen...","5","TRUE"
"_2.6.5.1.7","2.6.5.1.7 If in level 1 a linesi...","5","TRUE"
"_2.6.5.1.8","2.6.5.1.8 Additional Eurobalises...","5","TRUE"
"_2.6.5.1.9","2.6.5.1.9 Note: Lineside signals...","5","FALSE"
"_2.6.5.1.10","2.6.5.1.10 Semi-continuous infill...","5","TRUE"
"_2.6.5.1.11","2.6.5.1.11 Euroloop or radio infi...","5","TRUE"
"_2.6.5.1.11_BrLeft_2_BrRight_","2.6.5.1.11[2]","5","FALSE"
"_2.6.5.1.11_BrLeft_2_BrRight_._BrLeft_f_BrRight_4","2.6.5.1.11[2].[f]4","6","FALSE"
"_2.6.5.1.11_BrLeft_2_BrRight_._BrLeft_f_BrRight_4.C","2.6.5.1.11[2].[f]4.C Figure 4: ERTMS/ETCS A...","7","FALSE"
"_2.6.5.1.11_BrLeft_3_BrRight_","2.6.5.1.11[3]","5","FALSE"
"_2.6.5.1.11_BrLeft_3_BrRight_._BrLeft_f_BrRight_5","2.6.5.1.11[3].[f]5","6","FALSE"
"_2.6.5.1.11_BrLeft_3_BrRight_._BrLeft_f_BrRight_5.C","2.6.5.1.11[3].[f]5.C Figure 5: ERTMS/ETCS A...","7","FALSE"
"_2.6.5.2","2.6.5.2 Summary of characteris...","4","FALSE"
"_2.6.5.2.1","2.6.5.2.1 Trackside equipment:","5","TRUE"
"_2.6.5.2.1._Star__BrLeft_1_BrRight_","2.6.5.2.1.*[1] Eurobalises for spot t...","6","TRUE"
"_2.6.5.2.1._Star__BrLeft_2_BrRight_","2.6.5.2.1.*[2] Eurobalises must be ab...","6","TRUE"
"_2.6.5.2.1._Star__BrLeft_3_BrRight_","2.6.5.2.1.*[3] Semi continuous infill...","6","TRUE"
"_2.6.5.2.2","2.6.5.2.2 Main ERTMS/ETCS tracks...","5","TRUE"
"_2.6.5.2.2._Star__BrLeft_1_BrRight_","2.6.5.2.2.*[1] Determine movement aut...","6","TRUE"
"_2.6.5.2.2._Star__BrLeft_2_BrRight_","2.6.5.2.2.*[2] Transmit movement auth...","6","TRUE"
"_2.6.5.2.3","2.6.5.2.3 On-board equipment:","5","TRUE"
"_2.6.5.2.3._Star__BrLeft_1_BrRight_","2.6.5.2.3.*[1] Onboard equipment with...","6","TRUE"
"_2.6.5.2.3._Star__BrLeft_2_BrRight_","2.6.5.2.3.*[2] Euroloop transmission ...","6","TRUE"
"_2.6.5.2.3._Star__BrLeft_3_BrRight_","2.6.5.2.3.*[3] Radio infill transmiss...","6","TRUE"
"_2.6.5.2.4","2.6.5.2.4 Main ERTMS/ETCS on-boa...","5","TRUE"
"_2.6.5.2.4._Star__BrLeft_1_BrRight_","2.6.5.2.4.*[1] Reception of movement ...","6","TRUE"
"_2.6.5.2.4._Star__BrLeft_2_BrRight_","2.6.5.2.4.*[2] Selection of the most ...","6","TRUE"
"_2.6.5.2.4._Star__BrLeft_3_BrRight_","2.6.5.2.4.*[3] Calculation of a dynam...","6","TRUE"
"_2.6.5.2.4._Star__BrLeft_4_BrRight_","2.6.5.2.4.*[4] Comparison of the trai...","6","TRUE"
"_2.6.5.2.4._Star__BrLeft_5_BrRight_","2.6.5.2.4.*[5] Cab signalling to the ...","6","TRUE"
"_2.6.6","2.6.6 ERTMS/ETCS Application...","3","FALSE"
"_2.6.6.1","2.6.6.1 General description","4","FALSE"
"_2.6.6.1.1","2.6.6.1.1 ERTMS/ETCS Level 2 is ...","5","TRUE"
"_2.6.6.1.2","2.6.6.1.2 Movement authorities a...","5","TRUE"
"_2.6.6.1.3","2.6.6.1.3 ERTMS/ETCS Level 2 pro...","5","TRUE"
"_2.6.6.1.4","2.6.6.1.4 Train detection and tr...","5","TRUE"
"_2.6.6.1.5","2.6.6.1.5 Level 2 is based on Eu...","5","TRUE"
"_2.6.6.1.6","2.6.6.1.6 The trackside radio bl...","5","TRUE"
"_2.6.6.1.7","2.6.6.1.7 Note: Lineside signals...","5","FALSE"
